store_id,store_name,store_type,location,website_url,item_id,item_name,clothing_type,price,product_url,image_url,average_rating,review_count
2,Walmart,Big Box Retail,"Williston, VT",https://www.walmart.com,16,Walmart Slim Chino Pants,Pants,47.49,https://www.walmart.com/search?q=Slim+Chino+Pants,https://placehold.co/600x800/EDE7FF/4F46E5?text=Walmart+Slim+Chino+Pants,4.0,3
2,Walmart,Big Box Retail,"Williston, VT",https://www.walmart.com,17,Walmart Casual Summer Dress,Dress,65.61,https://www.walmart.com/search?q=Casual+Summer+Dress,https://placehold.co/600x800/EDE7FF/4F46E5?text=Walmart+Casual+Summer+Dress,4.0,3
2,Walmart,Big Box Retail,"Williston, VT",https://www.walmart.com,18,Walmart Athletic Shorts,Shorts,41.49,https://www.walmart.com/search?q=Athletic+Shorts,https://placehold.co/600x800/EDE7FF/4F46E5?text=Walmart+Athletic+Shorts,4.0,3
2,Walmart,Big Box Retail,"Williston, VT",https://www.walmart.com,19,Walmart Lightweight Jacket,Jacket,34.99,https://www.walmart.com/search?q=Lightweight+Jacket,https://placehold.co/600x800/EDE7FF/4F46E5?text=Walmart+Lightweight+Jacket,4.0,3
2,Walmart,Big Box Retail,"Williston, VT",https://www.walmart.com,20,Walmart Knit Sweater,Sweater,41.49,https://www.walmart.com/search?q=Knit+Sweater,https://placehold.co/600x800/EDE7FF/4F46E5?text=Walmart+Knit+Sweater,4.0,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,21,Old Navy Classic Cotton T-Shirt,T-Shirt,21.24,https://oldnavy.gap.com/browse/search.do?searchText=Classic+Cotton+T-Shirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=Old+Navy+Classic+Cotton+T-Shirt,4.0,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,22,Old Navy Graphic Tee,T-Shirt,33.74,https://oldnavy.gap.com/browse/search.do?searchText=Graphic+Tee,https://placehold.co/600x800/EDE7FF/4F46E5?text=Old+Navy+Graphic+Tee,4.0,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,23,Old Navy Pullover Hoodie,Hoodie,24.99,https://oldnavy.gap.com/browse/search.do?searchText=Pullover+Hoodie,https://placehold.co/600x800/EDE7FF/4F46E5?text=Old+Navy+Pullover+Hoodie,4.0,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,24,Old Navy Crewneck Sweatshirt,Sweatshirt,36.86,https://oldnavy.gap.com/browse/search.do?searchText=Crewneck+Sweatshirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=Old+Navy+Crewneck+Sweatshirt,4.0,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,25,Old Navy Straight-Leg Jeans,Jeans,74.99,https://oldnavy.gap.com/browse/search.do?searchText=Straight-Leg+Jeans,https://placehold.co/600x800/EDE7FF/4F46E5?text=Old+Navy+Straight-Leg+Jeans,4.0,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,26,Old Navy Slim Chino Pants,Pants,27.99,https://oldnavy.gap.com/browse/search.do?searchText=Slim+Chino+Pants,https://placehold.co/600x800/EDE7FF/4F46E5?text=Old+Navy+Slim+Chino+Pants,4.0,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,27,Old Navy Casual Summer Dress,Dress,49.36,https://oldnavy.gap.com/browse/search.do?searchText=Casual+Summer+Dress,https://placehold.co/600x800/EDE7FF/4F46E5?text=Old+Navy+Casual+Summer+Dress,4.0,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,28,Old Navy Athletic Shorts,Shorts,37.99,https://oldnavy.gap.com/browse/search.do?searchText=Athletic+Shorts,https://placehold.co/600x800/EDE7FF/4F46E5?text=Old+Navy+Athletic+Shorts,4.0,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,29,Old Navy Lightweight Jacket,Jacket,34.99,https://oldnavy.gap.com/browse/search.do?searchText=Lightweight+Jacket,https://placehold.co/600x800/EDE7FF/4F46E5?text=Old+Navy+Lightweight+Jacket,4.0,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,30,Old Navy Knit Sweater,Sweater,48.74,https://oldnavy.gap.com/browse/search.do?searchText=Knit+Sweater,https://placehold.co/600x800/EDE7FF/4F46E5?text=Old+Navy+Knit+Sweater,4.0,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,31,Kohl's Classic Cotton T-Shirt,T-Shirt,23.99,https://www.kohls.com/search.jsp?search=Classic+Cotton+T-Shirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=Kohl%27s+Classic+Cotton+T-Shirt,4.0,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,32,Kohl's Graphic Tee,T-Shirt,39.99,https://www.kohls.com/search.jsp?search=Graphic+Tee,https://placehold.co/600x800/EDE7FF/4F46E5?text=Kohl%27s+Graphic+Tee,4.0,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,33,Kohl's Pullover Hoodie,Hoodie,41.86,https://www.kohls.com/search.jsp?search=Pullover+Hoodie,https://placehold.co/600x800/EDE7FF/4F46E5?text=Kohl%27s+Pullover+Hoodie,4.0,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,34,Kohl's Crewneck Sweatshirt,Sweatshirt,55.36,https://www.kohls.com/search.jsp?search=Crewneck+Sweatshirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=Kohl%27s+Crewneck+Sweatshirt,4.0,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,35,Kohl's Straight-Leg Jeans,Jeans,44.99,https://www.kohls.com/search.jsp?search=Straight-Leg+Jeans,https://placehold.co/600x800/EDE7FF/4F46E5?text=Kohl%27s+Straight-Leg+Jeans,4.0,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,36,Kohl's Slim Chino Pants,Pants,66.99,https://www.kohls.com/search.jsp?search=Slim+Chino+Pants,https://placehold.co/600x800/EDE7FF/4F46E5?text=Kohl%27s+Slim+Chino+Pants,4.0,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,37,Kohl's Casual Summer Dress,Dress,33.11,https://www.kohls.com/search.jsp?search=Casual+Summer+Dress,https://placehold.co/600x800/EDE7FF/4F46E5?text=Kohl%27s+Casual+Summer+Dress,4.0,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,38,Kohl's Athletic Shorts,Shorts,34.49,https://www.kohls.com/search.jsp?search=Athletic+Shorts,https://placehold.co/600x800/EDE7FF/4F46E5?text=Kohl%27s+Athletic+Shorts,4.0,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,39,Kohl's Lightweight Jacket,Jacket,34.99,https://www.kohls.com/search.jsp?search=Lightweight+Jacket,https://placehold.co/600x800/EDE7FF/4F46E5?text=Kohl%27s+Lightweight+Jacket,4.0,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,40,Kohl's Knit Sweater,Sweater,55.99,https://www.kohls.com/search.jsp?search=Knit+Sweater,https://placehold.co/600x800/EDE7FF/4F46E5?text=Kohl%27s+Knit+Sweater,4.0,3
5,H&M,Fast Fashion,"Burlington, VT",https://www2.hm.com,41,H&M Classic Cotton T-Shirt,T-Shirt,26.74,https://www2.hm.com/en_us/search-results.html?q=Classic+Cotton+T-Shirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=H%26M+Classic+Cotton+T-Shirt,4.0,3
5,H&M,Fast Fashion,"Burlington, VT",https://www2.hm.com,42,H&M Graphic Tee,T-Shirt,18.12,https://www2.hm.com/en_us/search-results.html?q=Graphic+Tee,https://placehold.co/600x800/EDE7FF/4F46E5?text=H%26M+Graphic+Tee,4.0,3
5,H&M,Fast Fashion,"Burlington, VT",https://www2.hm.com,43,H&M Pullover Hoodie,Hoodie,58.74,https://www2.hm.com/en_us/search-results.html?q=Pullover+Hoodie,https://placehold.co/600x800/EDE7FF/4F46E5?text=H%26M+Pullover+Hoodie,4.0,3
5,H&M,Fast Fashion,"Burlington, VT",https://www2.hm.com,44,H&M Crewneck Sweatshirt,Sweatshirt,32.24,https://www2.hm.com/en_us/search-results.html?q=Crewneck+Sweatshirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=H%26M+Crewneck+Sweatshirt,4.0,3
5,H&M,Fast Fashion,"Burlington, VT",https://www2.hm.com,45,H&M Straight-Leg Jeans,Jeans,82.49,https://www2.hm.com/en_us/search-results.html?q=Straight-Leg+Jeans,https://placehold.co/600x800/EDE7FF/4F46E5?text=H%26M+Straight-Leg+Jeans,4.0,3
5,H&M,Fast Fashion,"Burlington, VT",https://www2.hm.com,46,H&M Slim Chino Pants,Pants,47.49,https://www2.hm.com/en_us/search-results.html?q=Slim+Chino+Pants,https://placehold.co/600x800/EDE7FF/4F46E5?text=H%26M+Slim+Chino+Pants,4.0,3
5,H&M,Fast Fashion,"Burlington, VT",https://www2.hm.com,47,H&M Casual Summer Dress,Dress,89.99,https://www2.hm.com/en_us/search-results.html?q=Casual+Summer+Dress,https://placehold.co/600x800/EDE7FF/4F46E5?text=H%26M+Casual+Summer+Dress,4.0,3
5,H&M,Fast Fashion,"Burlington, VT",https://www2.hm.com,48,H&M Athletic Shorts,Shorts,30.99,https://www2.hm.com/en_us/search-results.html?q=Athletic+Shorts,https://placehold.co/600x800/EDE7FF/4F46E5?text=H%26M+Athletic+Shorts,4.0,3
5,H&M,Fast Fashion,"Burlington, VT",https://www2.hm.com,49,H&M Lightweight Jacket,Jacket,34.99,https://www2.hm.com/en_us/search-results.html?q=Lightweight+Jacket,https://placehold.co/600x800/EDE7FF/4F46E5?text=H%26M+Lightweight+Jacket,4.0,3
5,H&M,Fast Fashion,"Burlington, VT",https://www2.hm.com,50,H&M Knit Sweater,Sweater,63.24,https://www2.hm.com/en_us/search-results.html?q=Knit+Sweater,https://placehold.co/600x800/EDE7FF/4F46E5?text=H%26M+Knit+Sweater,4.0,3
6,American Eagle,Mall Fashion,"South Burlington, VT",https://www.ae.com,51,American Eagle Classic Cotton T-Shirt,T-Shirt,29.49,https://www.ae.com/us/en/s/Classic+Cotton+T-Shirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=American+Eagle+Classic+Cotton+T-Shirt,4.0,3
6,American Eagle,Mall Fashion,"South Burlington, VT",https://www.ae.com,52,American Eagle Graphic Tee,T-Shirt,24.37,https://www.ae.com/us/en/s/Graphic+Tee,https://placehold.co/600x800/EDE7FF/4F46E5?text=American+Eagle+Graphic+Tee,4.0,3
6,American Eagle,Mall Fashion,"South Burlington, VT",https://www.ae.com,53,American Eagle Pullover Hoodie,Hoodie,24.99,https://www.ae.com/us/en/s/Pullover+Hoodie,https://placehold.co/600x800/EDE7FF/4F46E5?text=American+Eagle+Pullover+Hoodie,4.0,3
6,American Eagle,Mall Fashion,"South Burlington, VT",https://www.ae.com,54,American Eagle Crewneck Sweatshirt,Sweatshirt,50.74,https://www.ae.com/us/en/s/Crewneck+Sweatshirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=American+Eagle+Crewneck+Sweatshirt,4.0,3
6,American Eagle,Mall Fashion,"South Burlington, VT",https://www.ae.com,55,American Eagle Straight-Leg Jeans,Jeans,52.49,https://www.ae.com/us/en/s/Straight-Leg+Jeans,https://placehold.co/600x800/EDE7FF/4F46E5?text=American+Eagle+Straight-Leg+Jeans,4.0,3
6,American Eagle,Mall Fashion,"South Burlington, VT",https://www.ae.com,56,American Eagle Slim Chino Pants,Pants,27.99,https://www.ae.com/us/en/s/Slim+Chino+Pants,https://placehold.co/600x800/EDE7FF/4F46E5?text=American+Eagle+Slim+Chino+Pants,4.0,3
6,American Eagle,Mall Fashion,"South Burlington, VT",https://www.ae.com,57,American Eagle Casual Summer Dress,Dress,73.74,https://www.ae.com/us/en/s/Casual+Summer+Dress,https://placehold.co/600x800/EDE7FF/4F46E5?text=American+Eagle+Casual+Summer+Dress,4.0,3
6,American Eagle,Mall Fashion,"South Burlington, VT",https://www.ae.com,58,American Eagle Athletic Shorts,Shorts,27.49,https://www.ae.com/us/en/s/Athletic+Shorts,https://placehold.co/600x800/EDE7FF/4F46E5?text=American+Eagle+Athletic+Shorts,4.0,3
6,American Eagle,Mall Fashion,"South Burlington, VT",https://www.ae.com,59,American Eagle Lightweight Jacket,Jacket,34.99,https://www.ae.com/us/en/s/Lightweight+Jacket,https://placehold.co/600x800/EDE7FF/4F46E5?text=American+Eagle+Lightweight+Jacket,4.0,3
6,American Eagle,Mall Fashion,"South Burlington, VT",https://www.ae.com,60,American Eagle Knit Sweater,Sweater,70.49,https://www.ae.com/us/en/s/Knit+Sweater,https://placehold.co/600x800/EDE7FF/4F46E5?text=American+Eagle+Knit+Sweater,4.0,3
7,Banana Republic,Upscale Apparel,"Burlington, VT",https://bananarepublic.gap.com,61,Banana Republic Classic Cotton T-Shirt,T-Shirt,32.24,https://bananarepublic.gap.com/browse/search.do?searchText=Classic+Cotton+T-Shirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=Banana+Republic+Classic+Cotton+T-Shirt,4.0,3
7,Banana Republic,Upscale Apparel,"Burlington, VT",https://bananarepublic.gap.com,62,Banana Republic Graphic Tee,T-Shirt,30.62,https://bananarepublic.gap.com/browse/search.do?searchText=Graphic+Tee,https://placehold.co/600x800/EDE7FF/4F46E5?text=Banana+Republic+Graphic+Tee,4.0,3
7,Banana Republic,Upscale Apparel,"Burlington, VT",https://bananarepublic.gap.com,63,Banana Republic Pullover Hoodie,Hoodie,41.86,https://bananarepublic.gap.com/browse/search.do?searchText=Pullover+Hoodie,https://placehold.co/600x800/EDE7FF/4F46E5?text=Banana+Republic+Pullover+Hoodie,4.0,3
7,Banana Republic,Upscale Apparel,"Burlington, VT",https://bananarepublic.gap.com,64,Banana Republic Crewneck Sweatshirt,Sweatshirt,27.61,https://bananarepublic.gap.com/browse/search.do?searchText=Crewneck+Sweatshirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=Banana+Republic+Crewneck+Sweatshirt,4.0,3
7,Banana Republic,Upscale Apparel,"Burlington, VT",https://bananarepublic.gap.com,65,Banana Republic Straight-Leg Jeans,Jeans,89.99,https://bananarepublic.gap.com/browse/search.do?searchText=Straight-Leg+Jeans,https://placehold.co/600x800/EDE7FF/4F46E5?text=Banana+Republic+Straight-Leg+Jeans,4.0,3
7,Banana Republic,Upscale Apparel,"Burlington, VT",https://bananarepublic.gap.com,66,Banana Republic Slim Chino Pants,Pants,66.99,https://bananarepublic.gap.com/browse/search.do?searchText=Slim+Chino+Pants,https://placehold.co/600x800/EDE7FF/4F46E5?text=Banana+Republic+Slim+Chino+Pants,4.0,3
7,Banana Republic,Upscale Apparel,"Burlington, VT",https://bananarepublic.gap.com,67,Banana Republic Casual Summer Dress,Dress,57.49,https://bananarepublic.gap.com/browse/search.do?searchText=Casual+Summer+Dress,https://placehold.co/600x800/EDE7FF/4F46E5?text=Banana+Republic+Casual+Summer+Dress,4.0,3
7,Banana Republic,Upscale Apparel,"Burlington, VT",https://bananarepublic.gap.com,68,Banana Republic Athletic Shorts,Shorts,23.99,https://bananarepublic.gap.com/browse/search.do?searchText=Athletic+Shorts,https://placehold.co/600x800/EDE7FF/4F46E5?text=Banana+Republic+Athletic+Shorts,4.0,3
7,Banana Republic,Upscale Apparel,"Burlington, VT",https://bananarepublic.gap.com,69,Banana Republic Lightweight Jacket,Jacket,34.99,https://bananarepublic.gap.com/browse/search.do?searchText=Lightweight+Jacket,https://placehold.co/600x800/EDE7FF/4F46E5?text=Banana+Republic+Lightweight+Jacket,4.0,3
7,Banana Republic,Upscale Apparel,"Burlington, VT",https://bananarepublic.gap.com,70,Banana Republic Knit Sweater,Sweater,77.74,https://bananarepublic.gap.com/browse/search.do?searchText=Knit+Sweater,https://placehold.co/600x800/EDE7FF/4F46E5?text=Banana+Republic+Knit+Sweater,4.0,3
8,Hollister,Mall Fashion,"South Burlington, VT",https://www.hollisterco.com,71,Hollister Classic Cotton T-Shirt,T-Shirt,34.99,https://www.hollisterco.com/shop/us/search?text=Classic+Cotton+T-Shirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=Hollister+Classic+Cotton+T-Shirt,4.0,3
8,Hollister,Mall Fashion,"South Burlington, VT",https://www.hollisterco.com,72,Hollister Graphic Tee,T-Shirt,36.87,https://www.hollisterco.com/shop/us/search?text=Graphic+Tee,https://placehold.co/600x800/EDE7FF/4F46E5?text=Hollister+Graphic+Tee,4.0,3
8,Hollister,Mall Fashion,"South Burlington, VT",https://www.hollisterco.com,73,Hollister Pullover Hoodie,Hoodie,58.74,https://www.hollisterco.com/shop/us/search?text=Pullover+Hoodie,https://placehold.co/600x800/EDE7FF/4F46E5?text=Hollister+Pullover+Hoodie,4.0,3
8,Hollister,Mall Fashion,"South Burlington, VT",https://www.hollisterco.com,74,Hollister Crewneck Sweatshirt,Sweatshirt,46.11,https://www.hollisterco.com/shop/us/search?text=Crewneck+Sweatshirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=Hollister+Crewneck+Sweatshirt,4.0,3
8,Hollister,Mall Fashion,"South Burlington, VT",https://www.hollisterco.com,75,Hollister Straight-Leg Jeans,Jeans,59.99,https://www.hollisterco.com/shop/us/search?text=Straight-Leg+Jeans,https://placehold.co/600x800/EDE7FF/4F46E5?text=Hollister+Straight-Leg+Jeans,4.0,3
8,Hollister,Mall Fashion,"South Burlington, VT",https://www.hollisterco.com,76,Hollister Slim Chino Pants,Pants,47.49,https://www.hollisterco.com/shop/us/search?text=Slim+Chino+Pants,https://placehold.co/600x800/EDE7FF/4F46E5?text=Hollister+Slim+Chino+Pants,4.0,3
8,Hollister,Mall Fashion,"South Burlington, VT",https://www.hollisterco.com,77,Hollister Casual Summer Dress,Dress,41.24,https://www.hollisterco.com/shop/us/search?text=Casual+Summer+Dress,https://placehold.co/600x800/EDE7FF/4F46E5?text=Hollister+Casual+Summer+Dress,4.0,3
8,Hollister,Mall Fashion,"South Burlington, VT",https://www.hollisterco.com,78,Hollister Athletic Shorts,Shorts,20.49,https://www.hollisterco.com/shop/us/search?text=Athletic+Shorts,https://placehold.co/600x800/EDE7FF/4F46E5?text=Hollister+Athletic+Shorts,4.0,3
8,Hollister,Mall Fashion,"South Burlington, VT",https://www.hollisterco.com,79,Hollister Lightweight Jacket,Jacket,34.99,https://www.hollisterco.com/shop/us/search?text=Lightweight+Jacket,https://placehold.co/600x800/EDE7FF/4F46E5?text=Hollister+Lightweight+Jacket,4.0,3
8,Hollister,Mall Fashion,"South Burlington, VT",https://www.hollisterco.com,80,Hollister Knit Sweater,Sweater,84.99,https://www.hollisterco.com/shop/us/search?text=Knit+Sweater,https://placehold.co/600x800/EDE7FF/4F46E5?text=Hollister+Knit+Sweater,4.0,3
9,Gap,Casual Apparel,"Burlington, VT",https://www.gap.com,81,Gap Classic Cotton T-Shirt,T-Shirt,12.99,https://www.gap.com/browse/search.do?searchText=Classic+Cotton+T-Shirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=Gap+Classic+Cotton+T-Shirt,4.0,3
9,Gap,Casual Apparel,"Burlington, VT",https://www.gap.com,82,Gap Graphic Tee,T-Shirt,14.99,https://www.gap.com/browse/search.do?searchText=Graphic+Tee,https://placehold.co/600x800/EDE7FF/4F46E5?text=Gap+Graphic+Tee,4.0,3
9,Gap,Casual Apparel,"Burlington, VT",https://www.gap.com,83,Gap Pullover Hoodie,Hoodie,24.99,https://www.gap.com/browse/search.do?searchText=Pullover+Hoodie,https://placehold.co/600x800/EDE7FF/4F46E5?text=Gap+Pullover+Hoodie,4.0,3
9,Gap,Casual Apparel,"Burlington, VT",https://www.gap.com,84,Gap Crewneck Sweatshirt,Sweatshirt,22.99,https://www.gap.com/browse/search.do?searchText=Crewneck+Sweatshirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=Gap+Crewneck+Sweatshirt,4.0,3
9,Gap,Casual Apparel,"Burlington, VT",https://www.gap.com,85,Gap Straight-Leg Jeans,Jeans,29.99,https://www.gap.com/browse/search.do?searchText=Straight-Leg+Jeans,https://placehold.co/600x800/EDE7FF/4F46E5?text=Gap+Straight-Leg+Jeans,4.0,3
9,Gap,Casual Apparel,"Burlington, VT",https://www.gap.com,86,Gap Slim Chino Pants,Pants,27.99,https://www.gap.com/browse/search.do?searchText=Slim+Chino+Pants,https://placehold.co/600x800/EDE7FF/4F46E5?text=Gap+Slim+Chino+Pants,4.0,3
9,Gap,Casual Apparel,"Burlington, VT",https://www.gap.com,87,Gap Casual Summer Dress,Dress,24.99,https://www.gap.com/browse/search.do?searchText=Casual+Summer+Dress,https://placehold.co/600x800/EDE7FF/4F46E5?text=Gap+Casual+Summer+Dress,4.0,3
9,Gap,Casual Apparel,"Burlington, VT",https://www.gap.com,88,Gap Athletic Shorts,Shorts,16.99,https://www.gap.com/browse/search.do?searchText=Athletic+Shorts,https://placehold.co/600x800/EDE7FF/4F46E5?text=Gap+Athletic+Shorts,4.0,3
9,Gap,Casual Apparel,"Burlington, VT",https://www.gap.com,89,Gap Lightweight Jacket,Jacket,34.99,https://www.gap.com/browse/search.do?searchText=Lightweight+Jacket,https://placehold.co/600x800/EDE7FF/4F46E5?text=Gap+Lightweight+Jacket,4.0,3
9,Gap,Casual Apparel,"Burlington, VT",https://www.gap.com,90,Gap Knit Sweater,Sweater,26.99,https://www.gap.com/browse/search.do?searchText=Knit+Sweater,https://placehold.co/600x800/EDE7FF/4F46E5?text=Gap+Knit+Sweater,4.0,3
10,Macy's,Department Store,"South Burlington, VT",https://www.macys.com,91,Macy's Classic Cotton T-Shirt,T-Shirt,15.74,https://www.macys.com/shop/featured/classic-cotton-t-shirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=Macy%27s+Classic+Cotton+T-Shirt,4.0,3
10,Macy's,Department Store,"South Burlington, VT",https://www.macys.com,92,Macy's Graphic Tee,T-Shirt,21.24,https://www.macys.com/shop/featured/graphic-tee,https://placehold.co/600x800/EDE7FF/4F46E5?text=Macy%27s+Graphic+Tee,4.0,3
10,Macy's,Department Store,"South Burlington, VT",https://www.macys.com,93,Macy's Pullover Hoodie,Hoodie,41.86,https://www.macys.com/shop/featured/pullover-hoodie,https://placehold.co/600x800/EDE7FF/4F46E5?text=Macy%27s+Pullover+Hoodie,4.0,3
10,Macy's,Department Store,"South Burlington, VT",https://www.macys.com,94,Macy's Crewneck Sweatshirt,Sweatshirt,41.49,https://www.macys.com/shop/featured/crewneck-sweatshirt,https://placehold.co/600x800/EDE7FF/4F46E5?text=Macy%27s+Crewneck+Sweatshirt,4.0,3
10,Macy's,Department Store,"South Burlington, VT",https://www.macys.com,95,Macy's Straight-Leg Jeans,Jeans,67.49,https://www.macys.com/shop/featured/straight-leg-jeans,https://placehold.co/600x800/EDE7FF/4F46E5?text=Macy%27s+Straight-Leg+Jeans,4.0,3
10,Macy's,Department Store,"South Burlington, VT",https://www.macys.com,96,Macy's Slim Chino Pants,Pants,66.99,https://www.macys.com/shop/featured/slim-chino-pants,https://placehold.co/600x800/EDE7FF/4F46E5?text=Macy%27s+Slim+Chino+Pants,4.0,3
10,Macy's,Department Store,"South Burlington, VT",https://www.macys.com,97,Macy's Casual Summer Dress,Dress,81.86,https://www.macys.com/shop/featured/casual-summer-dress,https://placehold.co/600x800/EDE7FF/4F46E5?text=Macy%27s+Casual+Summer+Dress,4.0,3
